index,s1,r,s2
53,third,with,"30,166 cars"
53,"30,166 cars",sold through,end of May. Winning sales battles
53,end of May. Winning sales battles,is,good thing
53,end of May. Winning sales battles,is,Ford
53,good thing,had,outside help
53,Ford,had,outside help
53,starters it,introduced,Mustang last year
53,starters it,introduced,updated version year
53,Mustang last year,while,Chevy
53,updated version year,while,Chevy
53,Chevy Camaro,bowed at,Belle Isle
53,Chevy Camaro,bowed at,Ford
53,Dodge,helped steal,few Camaro customers
53,few Camaro customers,with,Hellcat package
53,engine options,helped put,Mustang
53,Mustang,over,top
53,A whopping 35 percent of Mustang buyers,are,millennials
53,millennials,prefer,2.3-liter four-cylinder EcoBoost Mustang
53,A whopping 35 percent of Mustang buyers,prefer,2.3-liter four-cylinder EcoBoost Mustang
53,2.3-liter four-cylinder EcoBoost Mustang,to,big V8 counterpart
54,SUV,to,lineup
54,lineup,named,Bentayga
54,lineup,named,reports
54,another model,is in,pipes
54,Just what type of car,will be remains,mystery
54,mystery,although,report
54,report,from,Autocar
54,Autocar,is shedding,some light
54,some light,on,story
54,race,is between,EXP 10 Speed 6 concept
54,Kevin Rose,is undertaking,task
54,Bentley,is undertaking,task
54,sales and marketing head,is undertaking,task
54,task,of building,business case
54,Autocar,says,Rose
54,both cars,at,same time
54,same time,because,Bentley
54,Bentley,is,small company
54,Bentley,is,resources
54,Bentley boss Wolfgang Durheimer,went on,Bentley ' s customers
54,Bentley ' s customers,want,EXP 10 Speed
54,pleas,would make,more financial sense
54,smaller SUV,would make,more financial sense
54,world,has,shortage of two-seat luxury sports cars
55,Supercar tuning firms,after,announcement
55,AuDessus,has,plans
55,AuDessus,has,full carbon-fiber packages
55,plans,for,likes of Bugatti Veyron
55,plans,for,Ferrari LaFerrari
55,plans,for,Porsche 918 Spyder
55,plans,for,Lamborghini Aventador
55,full carbon-fiber packages,for,likes of Bugatti Veyron
55,full carbon-fiber packages,for,Ferrari LaFerrari
55,full carbon-fiber packages,for,Porsche 918 Spyder
55,full carbon-fiber packages,for,Lamborghini Aventador
55,"$ 100,000 to $ 200,000",for,full carbon body kit
55,"$ 100,000 to $ 200,000",for,cabin
55,full carbon body kit,in,some carbon parts
55,full carbon body kit,in,boutique carbon-fiber atelier
55,cabin,in,some carbon parts
55,cabin,in,boutique carbon-fiber atelier
55,some carbon parts,encourages,clients
55,some carbon parts,encourages,planning and creative process
55,boutique carbon-fiber atelier,encourages,clients
55,boutique carbon-fiber atelier,encourages,planning and creative process
55,CEO Stefany Sanchez,is hoping to attract,cream of supercar owner crop
55,cream of supercar owner crop,with,company 's unique product
55,something,is,The answer
55,The answer,adorn,every inch of it
56,The car,on,"Apparently 5,000-plus people"
56,you video of Ferrari 458 Speciale,had wrecked on,Nurburgring
56,The car,was totaled,gearheads of world
56,gearheads of world,let out,sigh
56,owner of,of,wrecked
56,wrecked,is,owner of
56,owner of,wants,The car
56,repair bill,came to,"233,982"
56,repair bill,came to,owner of
56,just karma points,for fixing,The car
56,just karma points,for fixing,The team
56,The car,behind,The Dead Ferrari
56,The team,behind,The Dead Ferrari
56,The Dead Ferrari,made,video of Ferrari 458 Speciale
56,The Dead Ferrari,made,prospective donors
56,supercar owner,fix,The car
56,supercar owner,fix,your reward
56,The car,is,tiny bit
56,your reward,is,tiny bit
56,tiny bit,of,photo space
56,photo space,on,either hood
56,photo space,on,body
56,photo space,on,"Apparently 5,000-plus people"
56,either hood,will see,your photo every day
56,body,will see,your photo every day
56,"Apparently 5,000-plus people",will see,your photo every day
56,The only real reward,is,chance
56,The only real reward,is,repaired Ferrari
56,chance,for,month
56,repaired Ferrari,for,month
56,month,of,charge
56,"50,000 people",donate to,project
56,donors,get,invite
56,invite,to,party
56,party,at,Nurburgring
56,party,at,donors
57,Riva Aquarama,in,350GT
57,Riva Aquarama,in,""" Grand Touring Icons "" series"
57,two V8 engines,in,350GT
57,GT350,in,350GT
57,""" Grand Touring Icons "" series",in,350GT
57,boat,comes to,boats
57,Riva Aquarama,was powered by,two V8 engines
57,Riva Aquarama,was powered by,boat
57,two V8 engines,packs,two V12s
57,boat,packs,two V12s
57,two V12s,found in,350GT
57,first engine,put into,Lamborghini production car
57,GT350,in,""" Grand Touring Icons "" series"
57,too much detail,about,boat
57,top speed of 48 knots ( 55 mph ),from,twin-V8 ' s top speed of 40 knots ( 46 mph )
58,The all-new season of Graveyard Carz,on,Velocity
58,heart of every muscle car,is,engine
58,engine,s,point
58,engine,s,The Hemi engines
58,point,from,original golden age of American muscle
58,The Hemi engines,from,original golden age of American muscle
58,original golden age of American muscle,make up,just one part of Mopar cars
58,original golden age of American muscle,make up,engine
58,There ' s no room,for,mistakes
58,mistakes,because,Mopar owners
58,Mopar owners,expect,cars
58,Mark Worman,from,Graveyard Carz
58,crew,from,Graveyard Carz
58,Graveyard Carz,are,not only fabrication specialists
58,Graveyard Carz,are,mechanical wizards
58,Graveyard Carz,are,Mark Worman and crew from Graveyard Carz
58,not only fabrication specialists,bring,Hemis
58,mechanical wizards,bring,Hemis
58,Mark Worman and crew from Graveyard Carz,bring,Hemis
58,Hemis,to,life
58,engine,contains,only OEM parts
58,engine,contains,components
58,only OEM parts,is,no easy task
58,components,is,no easy task
58,five episodes,from,Season 3
58,Season 3,beginning at,00 am EST
59,Other mods,in,specially-tuned Vehicle Dynamics Control
59,Japan,by,Subaru Tecnica International ( STI )
59,Subaru Tecnica International ( STI ),is,BRZ tS
59,BRZ tS,that,carmaker
59,carmaker,has dubbed,""" STI complete car ( sic )"
59,200-hp punch,does come with,STI-tuned suspension
59,higher spec model,does come with,STI-tuned suspension
59,STI-tuned suspension,revised damping,flexible front draw stiffener
59,STI-tuned suspension,revised damping,bigger drive shaft
59,Other mods,to,chassis
59,chassis,include,Brembo brakes
59,Brembo brakes,housed in,black 18-inch rims
59,Brembo brakes,housed in,specially-tuned Vehicle Dynamics Control
59,Brembo brakes,housed in,custom filter
59,black 18-inch rims,for,Sound Creator
59,specially-tuned Vehicle Dynamics Control,for,Sound Creator
59,custom filter,for,Sound Creator
59,spoiler,while,cabin
59,bumpers,while,cabin
59,front fender,while,cabin
59,shark fin antenna,while,cabin
59,cabin,boasts,bespoke speedometer
59,bespoke speedometer,push,button ignition
59,bespoke speedometer,push,Recaro bucket seats
59,bespoke speedometer,push,leather-wrapped steering wheel
59,bespoke speedometer,push,carbon-fiber trim
59,Production of BRZ tS STI,will be limited to,300 units
59,300 units,priced from,"32,600"
60,The Fast and Furious,debuted in,franchise
60,franchise,as,whole
60,whole,has earned,nearly $ 4 billion
60,nearly $ 4 billion,at,box office
60,massive success,of,star Vin Diesel
60,Furious 8,is on,way
60,Universal Studios,wants to keep,money
60,franchise,in,addition
60,addition,to,movies
60,ride,at,Universal Studios Hollywood
60,360 degree experience,with,hydraulic tech
60,Dom Torretto,chases,Owen Shaw
60,Owen Shaw,through,streets of LA
60,"Several other "" Furious "" characters",make,appearances
60,everything,is,moves
61,Piech,in,Martin Winterkorn
61,VW CEO Martin Winterkorn,in,Martin Winterkorn
61,five-to-one vote of VW ' s steering committee,in,Martin Winterkorn
61,Even own cousin,in,Martin Winterkorn
61,Wolfgang Porsche,in,Martin Winterkorn
61,"Ferdinand Piech , 78-year-old grandson of",was,chairman
61,chairman,of,board
61,board,for,Volkswagen
61,Volkswagen,for,more than 20 years
61,Piech,control,51 percent of Volkswagen
61,Porsche family,control,51 percent of Volkswagen
61,showdown,with,VW CEO Martin Winterkorn
61,VW CEO Martin Winterkorn,began,last week
61,VW CEO Martin Winterkorn,began,Piech
61,Piech,resigned as,chairman
61,chairman,in,dramatic boardroom brawl
61,anyone,gets in,way
61,anyone,gets in,specifically VW executives
61,anyone,gets in,he
61,Piech,ousted,two previous VW CEOs
61,"Ferdinand Piech , 78-year-old grandson of",ousted,two previous VW CEOs
61,five-to-one vote of VW ' s steering committee,lost,confidence of board
61,Piech,lost,confidence of board
61,confidence of board,had,more trust
61,more trust,in,Martin Winterkorn
61,Martin Winterkorn,as,Volkswagen
61,Volkswagen,is in,process
61,process,of restructuring,Volkswagen
61,Even own cousin,voted against,Piech
61,Wolfgang Porsche,voted against,Piech
62,prettier Vette,than,recently announced Z06 C7
62,name,suggests,R Edition
62,R Edition,is modeled after,recently announced Z06 C7
62,R Edition,sports,Corvette
62,R Edition,sports,yellow racing livery
62,Corvette,although,R Edition
62,yellow racing livery,although,R Edition
62,R Edition,can be had in,either coupe
62,t issue,as,6.2-liter LT4 V8
62,6.2-liter LT4 V8,is,no slouch
62,no slouch,as,recent video shows
62,engine,was left,recently announced Z06 C7
62,R Edition,does get,Z07 Performance Package
62,Michelin Pilot Super Sport Cup 2 tires,at,front
62,Michelin Pilot Super Sport Cup 2 tires,at,back
62,carbon ceramic brakes,at,front
62,carbon ceramic brakes,at,back
62,adjustable aerodynamic bits,at,front
62,adjustable aerodynamic bits,at,back
62,Only 500 of bad boys,will be made,Chevrolet
62,Chevrolet,has,pricing
63,China,is filled with,some bizarre custom cars
63,anything,using,bit of scrap
63,anything,using,lot of imagination
63,The crazy Chinese offering,is,helicopter car
63,helicopter car,called,China
63,helicopter car,called,Dream
63,Whether or not Chinese dream of flying cars,at,night
63,debate,is that,wannabe helicopter
63,Its creator,designed,grandson
63,Yuan Jingying,designed,grandson
63,grandson,from,school
63,school,with,mom
63,"Its creator , Yuan Jingying",took,five years
63,five years,was,time
64,month,from,"official debut of all-new , sixth-generation Chevrolet Camaro"
64,May 16,is,official reveal date
64,May 16,is,Chevy
64,outgoing model,intends for,replacement
64,outgoing model,intends for,Ford Mustang
64,outgoing model,intends for,production
64,outgoing model,intends for,sales
64,Chevy,intends for,replacement
64,Chevy,intends for,Ford Mustang
64,Chevy,intends for,production
64,Chevy,intends for,sales
64,None,than,GM VP of Global Product
64,None,than,Mark Reuss
64,Fox News,at,New York Auto Show
64,Fox News,at,Reuss
64,New York Auto Show,stated that,Reuss
64,Reuss,s,'16 Camaro
64,fact,said,Reuss
64,Reuss,driven,both back-to-back
64,both back-to-back,is,Camaro
65,Cadillac,in,The Beast : Part 2
65,political analysts,re,professional pollsters
65,bets,on,subject today
65,decent enough chance next US president,will be,none
65,none,than,Hillary Clinton
65,year ago,that,whoever
65,year ago,that,next occupant
65,whoever,of,Oval Office
65,next occupant,of,Oval Office
65,The vehicle,known as,The Beast
65,President Obama,is,"10,000 pound vehicle"
65,limo,is,"10,000 pound vehicle"
65,"10,000 pound vehicle",with,"five-inch thick , bullet-proof protective armor"
65,Cadillac,is,commercial truck platform
65,underneath,is,commercial truck platform
65,few months ago,that,Cadillac
65,Cadillac,was going to have,some competition
65,Cadillac,was going to have,next presidential limo
65,some competition,can confirm,Lincoln
65,next presidential limo,can confirm,Lincoln
65,Ford CEO Mark Fields,told,The Detroit News
65,The Detroit News,that,automaker
65,automaker,has opted,next generation presidential limo
65,Continental Concept,turned into,The Beast : Part 2
66,perhaps biggest change,since,The images of Jeremy Clarkson
66,perhaps biggest change,since,Richard Hammond
66,perhaps biggest change,since,James May
66,The images of Jeremy Clarkson,have been removed from,website
66,Richard Hammond,have been removed from,website
66,James May,have been removed from,website
66,Only The Stig,remains on,top banner of each page
66,one host ' s contract,renewed by,BBC
66,BBC,while,other two hosts
66,other two hosts,refuse to renew,BBC
66,BBC,because,former
66,no one,is,BBC
66,BBC,s,next move
66,images,removed,"( still appears on Top Gear Middle East , interestingly )"
66,"( still appears on Top Gear Middle East , interestingly )",s,Top Gear
66,All good things,must come to,end
67,BMW,while,others
67,others,think,BMW
67,BMW,s,ones
67,bit of controversy,over,X3 commercial
67,X3 commercial,may get bounced from,NCAA men ' s basketball tournament telecasts
67,games ( go Duke ! ),seen,Cute Cottage
67,games ( go Duke ! ),seen,30-second ad
67,Cute Cottage,for,X3
67,30-second ad,for,X3
67,A couple,is shown driving to,what they
67,complete opposite,with,crazy-looking woman
67,crazy-looking woman,on,doorsteps
67,The CEO of National Council for Behavioral Health,wrote to,BMW
67,BMW,demanding,commercial
67,BMW,demanding,immediate ouster
67,commercial,from,airwaves
67,immediate ouster,from,airwaves
67,BMW,responded to,AdFreak
67,BMW,responded to,first
67,AdFreak,wrote about,story
67,first,wrote about,story
67,anyone,was offended by,ad
67,ad,as,BMW
67,BMW,was,intention
67,ad,was intended to spoof,horror movie
68,2012 fans,of,affordable
68,2012 fans,of,"RWD , sport coupe"
68,affordable,were beside,"RWD , sport coupe"
68,"RWD , sport coupe",with,Scion
68,"RWD , sport coupe",with,Subaru
68,Scion,were launching,then all-new FR-S and BRZ twins
68,Subaru,were launching,then all-new FR-S and BRZ twins
68,sales,for,both cars
68,both cars,have failed to reach,targets
68,likes of Chevrolet,with,Code
68,likes of Chevrolet,with,IDx
68,Nissan,with,Code
68,Nissan,with,IDx
68,GM executive VP of product,told,Car
68,GM executive VP of product,told,Driver
68,Mark Reuss,told,Car
68,Mark Reuss,told,Driver
68,( concept ),looked at,competitors
68,competitors,were doing,things
68,things,like,what market
68,things,like,told
68,what market,was that,market
68,told,was that,market
68,market,was,good idea
69,Chances,in,Busan last May. The mid-engine hatchback
69,RM15,in,Busan last May. The mid-engine hatchback
69,RM,in,Busan last May. The mid-engine hatchback
69,Racing Midship,in,Busan last May. The mid-engine hatchback
69,Hyundai,in,Busan last May. The mid-engine hatchback
69,Chances,are that,RM15
69,RM15,is,only Veloster you
69,RM,stands for,Racing Midship
69,Racing Midship,if,name
69,name,sounds,RM15
69,RM15,because,Hyundai
69,Hyundai,showed,very similar concept
69,very similar concept,in,Busan last May. The mid-engine hatchback
69,what we,saw,last year
69,2.0-liter turbo four,for,296 horsepower
69,2.0-liter turbo four,for,282 lb-ft of torque
69,good,for,296 horsepower
69,good,for,282 lb-ft of torque
69,4.7 seconds,for,0 to 60 sprint
69,4.7 seconds,for,Veloster
69,aluminum spaceframe,was paired with,carbon-fiber body panels
69,RM15,drop,about 200 pounds
69,about 200 pounds,below,normal Veloster ' s curb weight
69,normal Veloster ' s curb weight,sits,only 19 inches
69,RM15,came to,market
69,Hyundai,featured,some confusing double-talk
69,official press release,featured,some confusing double-talk
69,some confusing double-talk,regarding,future
69,last May. The mid-engine hatchback,was described as,true concept car
69,true concept car,being,one-time design concept car
69,Hyundai,hopes to save,Veloster it
69,Veloster it,need to do,something
70,moment,that,Dodge
70,Dodge,was going to let,Chevrolet
70,Dodge,was going to let,easy
70,Corvette Z06,is on,loose
70,Corvette Z06,is on,Dodge
70,loose,had,no choice
70,Dodge,had,no choice
70,no choice,but,something
70,645 hp,from,8.4-liter V10
70,600 lb-ft,from,8.4-liter V10
70,aero kit,with,plenty of carbon fiber elements
70,aero kit,with,enhanced suspension
70,aero kit,with,specialty track tires
70,plenty of carbon fiber elements,have,baddest factory-spec Viper
70,enhanced suspension,have,baddest factory-spec Viper
70,specialty track tires,have,baddest factory-spec Viper
70,baddest factory-spec Viper,to,date
70,Corvette Z06,pumps out,650 hp
70,Corvette Z06,pumps out,650 lb-ft thanks
70,650 hp,to,supercharged 6.2-liter V8
70,650 lb-ft thanks,to,supercharged 6.2-liter V8
70,own body,about,Viper ACR
70,suspension,about,Viper ACR
70,braking,about,Viper ACR
70,tire enhancements,about,Viper ACR
70,Corvette Z06,about,Viper ACR
70,best-handling and fastest American-built supercar,around,track
71,preparation,for,car 's global debut
71,car 's global debut,at,IAA Frankfurt Motor Show
71,IAA Frankfurt Motor Show,in,just couple of weeks
71,IAA Frankfurt Motor Show,in,two images of hottest AMG model
71,official presentation of car,show,top-spec S model
71,pictures,show,top-spec S model
71,top-spec S model,wearing,aggressive body kit
71,aggressive body kit,with,multiple aerodynamic components
71,multiple aerodynamic components,seen on,sedan
71,multiple aerodynamic components,seen on,wagon models
71,looks of it,wants to chew up,BMW M4
71,BMW M4,for,breakfast
71,C63 Coupe,will be powered by,Mercedes-AMG 's 4.0-liter engine
71,Mercedes-AMG 's 4.0-liter engine,will be offered in,two levels of tuning
71,top-spec S model wearing aggressive,will deliver,469 hp
71,top-spec S model wearing aggressive,will deliver,479 lb-ft of torque
71,469 hp,while,boosted C63 S Coupe
71,479 lb-ft of torque,while,boosted C63 S Coupe
71,sedan,featuring,large intakes
71,sedan,featuring,angry-looking bumper
71,wagon models,featuring,large intakes
71,wagon models,featuring,angry-looking bumper
71,rear,retains,standard coupe 's taillights
71,standard coupe 's taillights,adds,quad exhaust pipes
71,standard coupe 's taillights,adds,prominent diffuser
71,standard coupe 's taillights,adds,carbon fiber spoiler
72,"Future Part II "" we",on,Lexus Hoverboard
72,everyone,in,world
72,"Future Part II "" we",been keeping,eye
72,eye,on,Lexus Hoverboard
72,The automaker,released,teaser video
72,teaser video,saying,The automaker
72,The automaker,would debut,August 5th
72,August 5th,although,video ' s title
72,video ' s title,said,fourth
72,The automaker,s,fourth
72,The automaker,s,Lexus Hoverboard
72,video ' s,shows,board
72,board,being used at,skate park
72,skate park,like,normal skateboard
72,Watch skateboarder Ross McGouran,was,tester skater
72,tester skater,has,some trouble
72,some trouble,keeping,balance
72,The tech,behind,board
72,The automaker,has,two layers
72,The top one,is,insulated core
72,insulated core,featuring,high temperature superconducting blocks
72,turn,put inside,reservoirs of liquid nitrogen
72,level,sits,track of magnets
72,Supercooling,causes,The automaker
72,Supercooling,causes,ground
72,superconductor,causes,The automaker
72,superconductor,causes,ground
72,The automaker,looks like,Lexus Hoverboard
72,what Lexus,is selling in,comments
73,AMG,in,biturbo V12 engines
73,first time AMG,in,biturbo V12 engines
73,AMG customers,in,biturbo V12 engines
73,"Mercedes-Benz head of R&D , Thomas Webber",in,biturbo V12 engines
73,We,in,biturbo V12 engines
73,thought of hybrid GT S,in,biturbo V12 engines
73,What it,at,zero RPM
73,performance,love,AMG
73,AMG,ignores,fuel economy
73,fuel economy,as seen in,biturbo V12 engines
73,AMG,glances over,practicality
73,practicality,with,wild models
73,wild models,as,gull-winged SLS AMG
73,first time AMG,will take,fuel economy
73,fuel economy,into,serious consideration
73,serious consideration,developing,models
73,considering brands,as,BMW
73,considering brands,as,Ferrari
73,Mercedes-Benz head of R&D,spoke to,Autocar
73,Thomas Webber,spoke to,Autocar
73,"Mercedes-Benz head of R&D , Thomas Webber",explained,We
73,AMG,because,customer wouldn
73,customer wouldn,buy,AMG
73,AMG customers,tell,us they
73,us they,want,sportiest performance option
73,sportiest performance option,in,any given sector of performance market
73,What it,will mean is,torque boost
73,torque boost,at,zero RPM
73,torque boost,at,even more horsepower
74,6.3-liter V12,in,1974 Turin Motor Show
74,CR 25,in,1974 Turin Motor Show
74,moment it,was unveiled in,Ferrari FF
74,Not everyone,is,fan
74,fan,of,shooting brake three-door body style
74,Ferrari FF,does have,6.3-liter V12
74,Ferrari FF,does have,four seats
74,6.3-liter V12,help make,Ferrari FF
74,four seats,help make,Ferrari FF
74,Ferrari FF,of,best grand tourers
74,best grand tourers,on,sale today
74,nothing,like,Ferrari FF
74,Ferrari FF,with,one exception
74,Ferrari FF,with,Pininfarina-styled Ferrari Studio CR 25
74,fact,predated,Ferrari FF
74,CR 25,predated,Ferrari FF
74,Ferrari FF,by,nearly four decades
74,nearly four decades,premiered at,1974 Turin Motor Show
74,Ferrari FF,premiered at,1974 Turin Motor Show
74,Ferrari FF,was,Pininfarina
74,Ferrari FF,was,first concept car
74,Pininfarina,designed in,wind tunnel
74,first concept car,designed in,wind tunnel
74,The idea,was to have,"large , front-engined four-seater"
74,"large , front-engined four-seater",with,minimum drag coefficient
74,use of wind tunnel,managed,low air resistance of 0.256
74,use of wind tunnel,managed,hence name
74,designers,managed,low air resistance of 0.256
74,designers,managed,hence name
74,Power,came,courtesy
74,courtesy,of,Ferrari BB
74,batch,of,vintage photos
74,vintage photos,showing off,CR 25
74,Camels,must have been,thing
75,25-year ban,on importing,JDM R32 Nissan Skyline GT-R
75,JDM R32 Nissan Skyline GT-R,to,US
75,reasonable,import from,Japan R32
75,"$ 15,000- $ 20,000",import from,Japan R32
75,Japan R32,in,good condition
75,good condition,with,relatively low mileage ( considering age )
75,sudden surge,in,demand
75,what they,were,several months ago
76,The Legend 2,in,Jay Leno 's Garage
76,The Legend 2,in,Jeep 's badassness
76,The version,in,Jay Leno 's Garage
76,The version,in,Jeep 's badassness
76,"The "" Legend",built by,Fab Fours
76,Fab Fours,is,radical rock climbing punk rock 4x4
76,The Legend 2,is,incredible rock climbing performer
76,The Legend 2,is,next generation
76,next generation,of,"original and greatly hyped Fab Fours "" Legend"
76,"original and greatly hyped Fab Fours "" Legend",appeared on,Jay Leno 's Garage
76,The version,in,series
76,series,features,monstrous Baja Claw tires
76,series,features,doorless side panels
76,series,features,bright red spiky mohawk
76,monstrous Baja Claw tires,hints at,Jeep 's badassness
76,doorless side panels,hints at,Jeep 's badassness
76,bright red spiky mohawk,hints at,Jeep 's badassness
76,""" Grumper",gives,4x4 extra clearance
76,That powerful engine,combined with,incredible design of insane trail
76,incredible design of insane trail,tackling,Jeep
76,Jeep,make,Legend
76,Legend,of,name
77,Porsche,had gone,nuts
77,A Porsche SUV,were,t luxury and supercar brands
77,t luxury and supercar brands,kidding,Porsche Cayenne
77,Porsche Cayenne,s,Porsche
77,last laugh,have brought in,"millions upon millions of crisp , clean cash"
77,Cayenne ( and second gen successor ),have brought in,"millions upon millions of crisp , clean cash"
77,A loaded Cayenne Turbo S,costs,"at least $ 160,000"
77,A loaded Cayenne Turbo S,costs,basic underpinnings
77,few years,have,SUVs
77,SUVs,from,Bentley
77,SUVs,from,Rolls-Royce
77,SUVs,from,Jaguar
77,SUVs,from,Maserati
77,SUVs,from,Lamborghini
77,SUVs,from,Lotus
77,Aston Martin,is planning,crossover
77,Aston Martin,is planning,idea
77,mainstream automakers,are raking in,huge profits
77,huge profits,with,crossovers
77,huge profits,with,SUVs
77,crossovers,can,t luxury and supercar brands
77,SUVs,can,t luxury and supercar brands
77,t luxury and supercar brands,do,Porsche
77,t luxury and supercar brands,are,anything
77,anything,but,mainstream
77,cars,made,t luxury and supercar brands
77,cars,made,what they
77,t luxury and supercar brands,are,Brand purists
77,what they,are,Brand purists
77,profit,bring in,lots of dough
77,SUVs/CUVs,bring in,lots of dough
78,Jeremy Clarkson,used to host,show
78,show,called,Top Gear on BBC
78,show,on,Amazon Prime
78,show,on,Clarkson-Top Gear
78,Amazon Prime,related is,hot commodity
78,Clarkson-Top Gear,related is,hot commodity
78,hot commodity,as,2014 Ford F-150 VelociRaptor
78,very same VelociRaptor Jezza,drove on,season 22 episode of Top Gear
78,Hennessey Performance,has put,truck
78,truck,for,sale
78,Jeremy Clarkson,sitting in,driver
78,denim-covered ass cheeks,sitting in,driver
78,driver,makes,truck
78,truck,For,starters
78,starters,s,SVT Raptor
78,truck,s,SVT Raptor
78,Hennessey Performance,tinkered with,truck
78,truck,into,VelociRaptor Jezza
78,Upgrades,include,2.9-liter supercharger system
78,2.9-liter supercharger system,helps increase,output
78,output,to,626 hp
78,0-60 mph,happens in,just 5.2 seconds
78,Other features,include,fuel injector upgrade
78,Other features,include,high flow air induction
78,fuel injector upgrade,to,water
78,fuel injector upgrade,to,Magnaflow CatBack exhaust
78,fuel injector upgrade,to,serial numbered dash and engine plaques
78,high flow air induction,to,water
78,high flow air induction,to,Magnaflow CatBack exhaust
78,high flow air induction,to,serial numbered dash and engine plaques
78,"only 10,000 miles",on,clock
78,"only 10,000 miles",on,truck
79,Japanese Super GT racing series,in,Super GT coat of arms
79,Javier Oquendo Design,in,Super GT coat of arms
79,2014 FT-1 Concept,will serve as,design basis
79,2014 FT-1 Concept,will serve as,inspiration
79,design basis,for,next generation of Supra
79,design basis,for,customers
79,inspiration,for,next generation of Supra
79,inspiration,for,customers
79,completion,that,next Supra 's toughest opponent
79,Toyota,that,next Supra 's toughest opponent
79,next Supra 's toughest opponent,will be,homegrown Japanese cousin
79,next Supra 's toughest opponent,will be,Honda/Acura NSX
79,battle,take,place
79,Japanese Super GT racing series,of,game
79,Japanese Super GT racing series,of,Javier Oquendo Design
79,game,has dressed,FT-1
79,Javier Oquendo Design,has dressed,FT-1
79,FT-1,in,Super GT coat of arms
79,concept,with,massive rear wing
79,massive rear wing,flared wheel arches,massive aftermarket wheels
79,massive rear wing,flared wheel arches,rear diffuser
79,massive aftermarket wheels,should keep,Toyota
79,rear diffuser,should keep,Toyota
79,Toyota,to,ground
80,CarAdvice,in,Mustang
80,You,in,Mustang
80,Ford Australia communications chief,in,Mustang
80,Wes Sherwood,in,Mustang
80,The bottom line,in,need of another American muscle car
80,way,to,anxious owners
80,anxious owners,across,globe
80,anxious owners,across,every country
80,globe,has,enough muscle car competition
80,every country,has,enough muscle car competition
80,Australia,for,example
80,no immediate plans,Under,muscle car segment
80,2016 Chevrolet Camaro,Under,muscle car segment
80,muscle car segment,is,The all-new Ford Mustang
80,muscle car segment,is,Ford
80,CarAdvice,stated,You
80,Ford Australia communications chief,stated,You
80,Wes Sherwood,stated,You
80,You,have at,core of sports cars
80,core of sports cars,in,Mustang
80,core of sports cars,in,enthusiasts
80,enthusiasts,like to have,car
80,other enthusiasts,having,competitive spirit
80,The bottom line,is that,Australia
80,Australia,is in,need of another American muscle car
80,Australia,is in,competitive spirit
80,need of another American muscle car,going,another American muscle car
80,competitive spirit,going,another American muscle car
80,another American muscle car,s,part
80,part,of,muscle car culture
80,last week Fiat Chrysler official,hinted that,both Challenger
80,last week Fiat Chrysler official,hinted that,Charger
