index,s1,r,s2
"716","ex - Top Gear","trio","Clarkson"
"716","ex - Top Gear","trio","Hammond"
"716","ex - Top Gear","trio","May"
"717","DriveTribe","new","website"
"718","WRX","debuted","1992"
"719","turbocharged 2.0-liter boxer - four","with","268 hp"
"719","turbocharged 2.0-liter boxer - four","with","258 lb - ft of torque"
"720","Honda",",","Civic Si"
"721","Sport trim","to","180 horsepower"
"722","Si","made","205 hp"
"723","BMW","new","X3 M"
"724","photographers","images","X3"
"725","CLAR","(","cluster architecture"
"726","RS6","racing","R8 V10"
"726","Bentayga","racing","SV Autobiography"
"727","Ford Focus RS","raced","Volkswagen Golf R"
"728","RS6 Performance","competition","R8 V10"
"729","new tires","costs","30,000"
"730","UK company","offering","extensive warranty"
"730","extensive warranty","for","Veyron"
"731","£ 10,000","(","$ 12,401"
"732","turbochargers","under","488 GTB"
"733","Ferrari","bespoke","engine"
"733","Ferrari","electric","motor"
"734","Volkswagen","the","German automaker"
"735","Volkswagen","’","engineering capacity"
"736","Volkswagen","modifying","MQB platform"
"737","VW Group product",",","Bentley Continental"
"738","$ 40,000","for","2004 and 2005 GTs"
"738","$ 40,000","for","2006 Flying Spurs"
"739","brand - new BMW 3 Series","with","180 horsepower"
"740","used 7 Series","ca n't match the sheer power of","Bentley 's W12 engine"
"741","Porsche","released","teaser video"
"741","teaser video","for","Porsche Panamera"
"742","Porsche Panamera","looks like","Porsche smash hit"
"743","turbocharged V8","with","550 horsepower"
"744","standard tachometer","flanked by","two digital gauge clusters"
"745","James Bond","has driven","Sunbeam Alpine"
"745","James Bond","has driven","BMW Z8"
"746","Aston Martin DB5","is","quintessential Bond car"
"747","Dynamic Auto Group","in","Newark , New Jersey"
"748","the E46 M3","was true to","The E46 model"
"749","BMW","copied","E46 coupe"
"750","Top Top Gear","announced","' Chris Harris Drives"
"751","GM","one of the first automakers to offer","widespread in - car vehicle assistance program"
"751","widespread in - car vehicle assistance program","with","On Star"
"752","life - saving technology","featured in","2017 GMC Acadia"
"753","Toyota","revealed","2018 The Toyota Camry sedan"
"753","2018 The Toyota Camry sedan","at","Detroit Auto Show"
"754","NASCAR - spec Camry","will be powered by","5.9-liter pushrod V8"
"754","5.9-liter pushrod V8","churning out","725 horsepower"
"755","Ed Laukes",",","Vice President of Integrated Marketing Operations for"
"755","Toyota Motor Sales","(","TMS"
"756","Albert Biermann",",","Kia ’ s Head of Vehicle Test and High Performance Development at Detroit"
"757","Albert Biermann","headed up","BMW ’ s M performance division"
"757","Albert Biermann","was responsible for","E30 M3"
"758","Albert Biermann","starting fresh at","Kia"
"759","Dodge Challenger SRT Hellcat","with","6.2 HEMI engine"
"759","6.2 HEMI engine","churning out","707 horespower"
"760","Dodge","is planning to unleash","Dodge Challenger SRT Demon"
"760","Dodge Challenger SRT Demon","at","New York Auto Show"
"761","2018 Dodge Challenger SRT Demon","will outperform","Dodge"
"762","Tim Kuniskis",",","Head of Passenger Car Brands"
"763","Acadia","gave way to","Traverse"
"763","Traverse","was unveiled at","2017 Detroit Auto Show"
"764","GM","debuting","GMC Terrain"
"765","GMC Terrain","sets the precedence for","Equinox"
"766","Honda CR - V","does n't have","LED - laden front end"
"767","Toyota","building","US - bound Corollas"
"768","Nissan","established","Mexican plant"
"768","Nissan","builds","800,000 cars"
"769","Japanese auto industry","produced","1.4 million cars"
"770","Ludicrous+","provides","extra 35 horsepower"
"771","Faraday Future FF91","makes the same sprint","2.39 seconds"
"772","four - cylinder engine","found in","Renault Clio RS"
"773","Alfa Romeo","sold","29 models"
"774","Dodge Viper","outsold","Alfa Romeo"
"775","Giulia Ti","adds","18-inch wheels"
"775","Giulia Ti","adds","interior features"
"776","the Mazda CX-3","added","electronic parking brake"
"776","the Mazda CX-3","added","central armrest"
"776","the Mazda CX-3","added","redesigned seats"
"777","2019 the Mazda CX-3 CX-3","starting","$ 20,390"
"778","Scott Pruitt",",","US Environmental Protection Agency chief"
"778","Scott Pruitt","announced","lower emission standards"
"779","California","file a lawsuit","federal court"
"779","16 other states","file a lawsuit","federal court"
"780","dealers","offering","big discounts"
"781","Jim Farley","Ford ’ s","president of global markets"
"781","SUVs","responsible","86 percent of US sales volume"
"782","Fiestas","offered","$ 3,000 cash back"
"783","Ford Focus Electric","offer","72-month 0 % interest"
"783","Ford Focus Electric","offer","$ 2,500 cash bonus"
"784","Brabham Automotive","founded by","David Brabham"
"784","David Brabham","winner","Le Mans 24 Hours"
"784","David Brabham","former","Formula 1 racer"
"784","David Brabham","son","Sir Jack"
"785","V8","produces","700 horsepower"
"785","V8","produces","492 lb - ft of torque"
"786","BMW AGM","held","Munich"
"786","Harald Kruger","said","X year"
"787","CLAR architecture","underpins","new models"
"787","CLAR architecture","use","high - strength steel"
"787","CLAR architecture","use","aluminum"
"787","CLAR architecture","see","weight reduction"
"788","2019 C - Class sedan","at","Geneva"
"788","Mercedes - Benz","lifted the wraps off","C - Class Coupe"
"788","Mercedes - Benz","lifted the wraps off","Cabriolet"
"788","C - Class Coupe","make their public debut at","New York Auto Show"
"788","Cabriolet","make their public debut at","New York Auto Show"
"789","Corvette ZR1s","roll off","assembly line"
"789","Corvette ZR1s","at","Bowling Green , Kentucky"
"790","Corvette","will likely become","collector ’ s car"
"791","quality control personnel","examine","ZR1"
"792","ZR1s","met","quality control standards"
"793","Amazon","'s","The Grand Tour"
"794","Hammond","crash in","Rimac Concept One"
"795","XJS","replaced by","XK"
"796","Tesla","'s","1,500-unit production forecast"
"797","Model S","considered","luxury vehicles"
"797","Model","considered","luxury vehicles"
"798","Jaguar","wanted to set","Guinness World Record"
"799","Jaguar","called up","Graham Bell"
"799","Jaguar XF Sportbrake","in","Arctic Circle"
"800","Jay Kay","has","collection of exotic supercars"
"801","David Lee Roth","dedicated","Panama"
"801","Van Halen song","‘","Panama"
"802","David Lee Roth","revving","Lamborghini Miura S"
"802","Porsche 911 Turbo SE","inspired","Turbo Lover"
"802","Judas Priest song","‘","Turbo Lover"
"803","the Cayman GT4","proceeded with","911 R"
"804","Porsche ’ s head of GT",",","Frank Walliser"
"805","718 Cayman lineup","powered by","turbocharged four - cylinders"
"806","Jaguar Land Rover","reveal","plug - in hybrid"
"807","Range Rover Sport","offered with","plug - in variant"
"807","plug - in variant","called","P400e"
"807","P400e","revealed as part of","2018 facelift model range"
"808","2.0-liter four - cylinder gas engine","with","300 horsepower"
"808","lithium - ion battery","with","13.1 kWh capacity"
"808","lithium - ion battery","powers","116-hp electric motor"
"809","Italdesign Automobili Speciali","specializes in producing","limited - run supercars"
"810","Zerouno","debuted at","Geneva Motor Show"
"811","Filippo Perini","penned","Huracan"
"811","Filippo Perini","penned","Aventador"
"811","Filippo Perini","penned","Veneno"
"812","Italdesign Zerouno","handed over to","Steven Lismont"
"813","Chris Theodore","led the design and engineer teams for","Dodge Viper"
"813","Chris Theodore","led the design and engineer teams for","2004 Ford GT"
"814","Chris Theodore","in Ford of","Shelby Cobra concept project"
"814","Carroll Shelby","’ s","1960s V8-powered AC Cobras"
"815","Henry and Clara Ford ’ s estate",",","Fair Lane"
"816","Toyota","teased","FT - AC"
"816","FT - AC","(","Future Toyota Adventure Concept"
"817","Toyota","revealing","FT-4X Concept SUV"
"817","FT-4X Concept SUV","similar to","Jeep Wrangler"
"818","Toyota","rival","Mercedes G - Class"
"819","Phantom VII","discontinue","end of 2016"
"820","Phantom VIII","returns","2018"
"820","Coupe","out","lineup"
"820","Drophead","out","lineup"
"821","Coupe","built","November"
"821","Phantom Dropheads","built","November"
"821","Zenith","limited","50 cars"
"822","Giles Taylor","of","Rolls - Royce director"
"823","modern rotary","developed","Felix Wankel"
"824","Americans","drove","3.148 trillion miles"
"824","Federal Highway Administration","According","Americans"
"825","Surface Transportation Act","invest","305 billion"
"825","Surface Transportation Act","invest","transportation infrastructure"
"826","California","increase","11.3 percent"
"827","BMW","bringing back","8-Series"
"827","8-Series","competition","-"
"827","-",",","Mercedes - Benz"
"828","Harald Krueger",",","chairman"
"828","BMW","’","chairman"
"829","R8","the","2008"
"830","Bentley","introduce","Mulsanne range"
"831","Mulsanne","comes","Extended Wheelbase"
"831","Mulsanne","comes","Extended Wheelbase"
"831","Mulsanne","comes","extra rear leg room"
"831","four rear seats","in","face - to - face configuration"
"832","Jeremy Clarkson","against","paddle shifters"
"833","BMW","'s","SMG"
"833","Ferrari","'s","F1 transmission"
"833","SMG","were","semi - automatic"
"833","F1 transmission","were","semi - automatic"
"834","BBC","'s","Top Gear"
"834","Jeremy Clarkson","former","host"
"834","Top Gear","'s","host"
"835","Toyota","is","28th most admired company"
"835","28th most admired company","according","survey"
"835","survey","by","Fortune Magazine"
"836","2 slot","in","automotive category"
"837","survey","covers","652 companies"
"837","652 companies","from","30 different countries"
"838","David Brown Speedback GT","at","2017 Geneva Motor Show"
"838","David Brown Speedback GT","revealed","Aston Martin DB5"
"838","Aston Martin DB5","with","retro - inspired styling"
"838","Aston Martin DB5","with","aluminium body"
"838","Aston Martin DB5","with","XKR chassis"
"838","Aston Martin DB5","with","Jaguar - sourced supercharged 5.0-liter V8"
"839","David Brown Automotive","reveal","Speedback GT Silverstone Edition"
"840","10 Silverstone Editions","packing","over 600 horsepower"
"841","Nissan","offer","self - driving ride - hailing service"
"842","Nissan Leafs","equipped with","autonomous driving technology"
"843","Nissan","working with","DenA"
"844","Koenigsegg Agera RS","set","fastest production car world record"
"844","Koenigsegg Agera RS","on","Nevada highway"
"845","Nevada highway","had to be","shut down"
"846","Christian von Koenigsegg","at","Canadian International Auto Show"
"847","Christian von Koenigsegg","earned it all","highly coveted title"
"848","Mercedes","partnered with","Lincoln Park"
"849","car companies","developing","sounds"
"850","Automakers","have to add","sound"
"851","BMW","planning to electrify","BMW entire range"
"852","BMW","plans to launch","12 new electric vehicles"
"853","X3 crossover","in","Sweden"
"854","X3","looks virtually identical to","plug - in hybrid"
"855","X3","’ s","charging port"
"855","X3","’ s","lowered suspension"
"856","Diesel vehicles","were","extremely popular"
"857","German court","in","Leipzig"
"857","German court","made","official ruling"
"857","German cities","are now allowed to ban","diesel - powered vehicles"
"858","12 million diesel vehicles","in","Germany"
"859","Jeep","is","Cult Brand"
"860","Jeep","added","mainstream products"
"860","Jeep","become a part of","popular culture"
"861","Mike Manley",",","Head of Jeep Brand"
"861","Jeep brand","acknowledged as","Cult Brand Honoree"
"862","Rolls - Royce","celebrating","101st anniversary"
"863","Charles Rolls","achieved a","non - stop long - distance endurance record"
"863","Claude Johnson","achieved a","non - stop long - distance endurance record"
"863","Sir Henry Royce","achieved a","non - stop long - distance endurance record"
"863","non - stop long - distance endurance record","in","Silver Ghost"
"864","Rolls - Royce","revealed","Silver Ghost Collection"
"865","Rolls - Royce","in","Goodwood , UK"
"866","fully - polished wheel centers","feature","Silver Ghost Since 1907 ” lettering"
"867","2019 Ford Fusion","debut","New York Auto Show"
"868","SE","coming standard with","1.5-liter turbocharged four - cylinder"
"868","SE","coming standard with","8-inch SYNC 3 touchscreen"
"868","SE","coming standard with","dual - zone automatic climate control"
"869","Audi","cooking up","entry - level V6 version the R8 R8"
"869","V8-powered R8","discontinued","2015"
"870","2.9-liter twin - turbo six unit","produces","440 horsepower"
"870","2.9-liter twin - turbo six unit","tuned to deliver","500 hp"
"871","new Audi Sport model","debut at","New York"
"872","Audi","decided to keep","V10"
"873","70th anniversary","of","356"
"873","Porsche","Porsche s","356"
"874","Porsche","announced","70 Years of Porsche Sports Cars " exhibition"
"874","70 Years of Porsche Sports Cars " exhibition","in","Germany"
"875","Porsche 356 “ No.1 ” Roadster show car","representing","Origin of the sports car"
"875","Porsche","’ s","Mission E"
"876","Cadillac","expand Cadillac current range of","V - Series models"
"877","Cadillac","revealed","CT6 sedan"
"877","CT6 sedan","getting","V - Performance treatment"
"878","Cadillac","announced","CT6 lineup"
"878","CT6 lineup","getting an overhaul incorporating styling cues inspired by","Escala Concept"
"879","CT6 V - Sport","boasts","4.2-liter twin - turbo V8 engine"
"879","4.2-liter twin - turbo V8 engine","produces","550 horsepower"
"879","4.2-liter twin - turbo V8 engine","produces","627 lb - ft of torque"
"880","Cadillac","’ s","twin - turbo V8"
"881","Jeep","hosts","Moab Easter Jeep Safari"
"882","Wrangler","with","Hellcat engine"
"883","Mike Manley",",","Head of Jeep Brand"
"884","Pietro Gorlier",",","Head of Parts and Service"
"885","Wrangler vehicles","fitted with","Mopar accessory"
"886","GMC Sierra","offers","new drivetrains"
"886","GMC Sierra","offers","updated safety and convenience technologies"
"887","Ford","’ s","modular C6 platform"
"888","VW","announced","R - Line package"
"889","new hardcore M2","dubbed","Competition"
"889","BMW","hasn ’ t acknowleged","new hardcore M2"
"890","BMW M2 Competition","will finally break cover on","April 25"
"890","April 25","happens to be the first media day of","Beijing Motor Show"
"891","BMW Blog","via","Bimmertoday"
"892","Mercedes - AMG","has a longstanding history with","Formula One"
"893","Mercedes - AMG GT R","replacement for","GT S safety car"
"894","4.0-liter twin - turbo","tuned to produce","585 horsepower"
"894","4.0-liter twin - turbo","tuned to produce","520 lb - ft of torque"
"895","Bernd Mayl ä nder","behind the wheel of","Mercedes - AMG safety car"
"896","Audi","’ s","SUV line - up"
"897","Audi","expected to announce","new Q1 crossover"
"897","new Q1 crossover","latest member of","MQB family"
"897","new Q1 crossover","slated to arrive before","2020"
"898","Audi Q1","would rival","BMW X1"
"898","Audi Q1","would rival","Mercedes - Benz GLA"
"899","subcompact SUV","based on","A1 supermini"
"900","6.0-liter V12","with","550 horsepower"
"901","3.5-liter V8","with","375 horsepower"
"901","3.5-liter V8","with","rear - wheel drive"
"902","Lord of the Rings","shot in","New Zealand"
"902","King Kong","shot in","New Zealand"
"903","American imports","limited to","Ford F-150 Raptor"
"903","American imports","limited to","Corvette Stingray"
"903","American imports","limited to","Dodge Hellcats"
"904","Bruce McLaren","was","kiwi"
"905","2011","’ s","Monterey Car Week"
"905","Cadillac","on the eve of","The Pebble Beach Concours d ’ Elegance"
"906","125-inch wheelbase","sitting low on","22-inch wheels"
"907","softened body","maintains","European - centric form of styling"
"907","softened body","incorporating","American presence"
"908","Huayra models","purchased by","U.S. buyers"
"909","Amber Heard","in","The Rum Diary"
"909","Amber Heard","in","Pineapple Express"
"910","Amber Heard","owns","1968 Mustang"
"911","Amber Heard","has","1967 Mercedes 250SL"
"912","Amber Heard","owns",".357 magnum"
"913","C7 Corvette","debut at","Detroit"
"914","Z06","added to","Corvette lineup"
"914","Grand Sport","added to","Corvette lineup"
"915","Tadge Juechter",",","Chief Engineer of Corvette"
"916","Ed Welburn",",","GM ’ s Vice President of Global Design"
"917","DB11","unveiled at","Geneva Motor Show"
"918","Motor Authority","with","Aston Martin CEO Andy Palmer"
"918","luxury segment","including","luxury SUVs"
"918","luxury segment","including","sedans"
"918","luxury segment","including","sports cars"
"918","luxury segment","including","grand tourers"
"919","high - end brands","like","Porsche"
"919","high - end brands","like","Ferrari"
"919","high - end brands","like","Rolls - Royce"
"920","German - spec Type 1","imported","US"
"920","German - spec Type 1","purchased","2004"
"921","Radium Engineering","transformed","The Volkswagen Beetle"
"921","The Volkswagen Beetle","pumps","305 hp"
"922","40-horsepower engine","replaced","305-hp , four - cylinder turbocharged unit"
"922","305-hp , four - cylinder turbocharged unit","from","Impreza WRX STI"
"923","Rolls - Royce","lifted","Phantom"
"924","Phantom","is","aluminium platform"
"924","aluminium platform","calls","Architecture of Luxury"
"925","Rolls - Royce","killed","Drophead Coupe"
"926","X - Tomi Design",",","artist"
"927","Advanced Design Center","in",","
"927","Sindelfingen","Germany","Germany"
"928","IAA concept","debuted","Frankfurt auto show"
"928","Vision Maybach 6 Concept","introduced","Pebble Beach Concours d ’ Elegance"
"929","aerodynamics","affect","electric car"
"930","single charge","with","40 kWh battery"
"931","Fiat Chrysler","recalled","1.4 million vehicles"
"931","Fiat Chrysler","re - examine","cyber security measures"
"931","Fiat Chrysler","find","faults"
"932","Charlie Miller","hired","GM subsidiary GM Automation"
"932","Chris Chris Valasek","hired","GM subsidiary GM Automation"
"933","Valasek","Chris Valasek","Uber"
"933","Didi Chuxing","’","Our"
"934","Ferrari 458 Italias","catching","fire"
"935","Lamborghini Gallardo LP570 - 4 Superleggera","caught","fire"
"936","Seattle",",","Washington"
"937","124","’","package"
"937","softer suspension","works better","corners"
"937","package","is","softer suspension"
"938","500","used","larger turbocharger"
"939","M5","’","hardware"
"940","twin - turbo 4.4-liter V8 engine","pumps out","600 horsepower"
"940","twin - turbo 4.4-liter V8 engine","pumps out","553 lb - ft of torque"
"941","$ 48 million","for","Ferrari 250 GTO"
"942","Jaguar - Land Rover","opened","Classic Center"
"943","Porsche","released","vintage - style radio head"
"944","McLaren 720S","for","Bitcoins"
"945","Bitcoin","for","Bugatti Chiron"
"945","Bitcoin","for","Pagani Huayra"
"946","Bitcoin","to buy","Rolls - Royce"
"947","Motor Cars Houston","accept","Bitcoin"
"947","Motor Cars Houston","accept","Bitcoin Cash"
"948","i3","can only travel","114 miles"
"948","i3S","can only go","107 miles"
"949","Light - Battery Concept","features","Supercell"
"950","Nissan Sentra","outsell","outsell"
"951","Bentley","’","6.8-liter V8"
"951","6.8-liter V8","is","57 years - old"
"952","Wolfgang Durheimer",",","CEO"
"952","Bentley",",","CEO"
"953","next generation","powered by","12-cylinder engine"
"953","next generation","flagship","Bentley"
"954","V8","comes","cylinder head design"
"955","Ferrari","Newly","CEO"
"955","Sergio Marchionne","heads","FCA"
"956","LaFerrari Spider","is","production"
"956","Marchionne","confirming","production"
"957","customers","been","approached"
"957","approached","about","convertible LaFerrari"
"957","approached","by","Ferrari"
"958","turbocharged 6.5-liter diesel V8","rated","195 horsepower"
"958","turbocharged 6.5-liter diesel V8","rated","430 lb - ft of torque"
"959","Hummer","fetch","100,000"
"960","list","of","four"
"960","four","less than","25,000"
"961","S - Class","built on","W108 chassis"
"962","CLA","starts at","32,050"
"963","S550s","from","2007 - 2010"
"964","2.0-liter four cylinder turbo","making","208 horsepower"
"965","S - Class","has","382 horsepower V8"
"966","BMW","was","first carmaker"
"966","first carmaker","in","Germany"
"967","BMW","to","win"
"967","BMW","first","turbocharged engine manufacturer"
"967","win","the","Formula 1 world championship"
"967","Formula 1 world championship","with","Nelson Piquet"
"968","N54","debuted","335i"
"968","335i","as","twin - turbo 3.0-liter inline - six"
"969","812 Superfast","uses","V12"
"970","Cosworth","developed","powertrain package"
"970","powertrain package","encompass","gasoline - electric hybrid"
"971","internal - combustion engine","produce","1,000 horsepower"
"971","1,000 horsepower","at","10,500 rpm"
"972","Mercedes","2019","C - Class"
"973","spies","spotted","C - Class"
"973","prototype","of","C - Class"
"974","C - Class","modified","MRA2-rear drive platform"
"974","MRA2-rear drive platform","shared","E - Class"
"975","Chevy","with","Camaro"
"975","Chevy","with","Corvette"
"975","pace car","like","Camaro"
"975","pace car","like","Corvette"
"976","Silverado 1500","a","pickup truck"
"977","Hyundai","offering","Veloster N"
"977","Veloster N","for","$ 429 a month"
"977","$ 429 a month","for","36 months"
"978","Veloster N","base","250 hp"
"978","Veloster N","base","six - speed manual"
"978","Veloster N","Performance Package","275 hp"
"979","EQC","is","Mercedes - Benz"
"980","Mercedes","released","photos"
"980","photos","proving","safe"
"981","subframe","surrounds","drive components"
"982","Farah Haines","driving","Elantra"
"982","Elantra","driving","one - million - mile"
"983","Hyundai","documented","documented"
"984","Farah Haines","averages","200,000 miles a year"
"984","Farah Haines","drives","Farah Haines job"
"985","Stefan Winkelmann","Alsatian marque","chief executive"
"986","8.0-liter W16 engine","developing","1990s"
"987","Bugatti Veyron","production","2005"
"987","quadruple - turbocharged","in","Bugatti Veyron"
"988","Volkswagen","move on","Dieselgate scandal"
"989","Volkswagen","replaced","CEO"
"989","Volkswagen","replaced","high - level executives"
"990","Rupert Stadler","former","Audi CEO"
"990","Rupert Stadler","was","arrested"
"991","Frank Welsch",",","VW ’ s technical chief"
"991","Frank Welsch","at","Wolfsburg , Germany"
"992","India","’","Tata Motors"
"992","Tata Motors","took over","Jaguar Land Rover"
"992","Jaguar Land Rover",",","cash - strapped"
"993","2.0-liter turbocharged four - cylinder gasoline engine","in","XE"
"993","2.0-liter turbocharged four - cylinder gasoline engine","in","XF"
"993","2.0-liter turbocharged four - cylinder gasoline engine","in","F - Pace SUV"
"994","PSA",",","French carmaker"
"994","PSA","makes","Peugeot"
"994","PSA","makes","Citroen"
"994","PSA","makes","DS cars"
"995","Australia ’ s Competition and Consumer Commission","found","potential fire hazard"
"995","potential fire hazard","in","Aventador models"
"995","Australia ’ s Competition and Consumer Commission","issued","recall"
"995","recall","to","Lamborghini"
"996","recall","affected","104"
"996","recall","affected","Australia"
"997","worldwide","issued","recall"
"997","recall","affects","5,900"
"998","Lexus","flagship","LS 500"
"998","Lexus","at","Detroit Auto Show"
"998","LS 500","reveal","Detroit Auto Show"
"998","Lexus","revealed","LS 500h"
"998","Lexus","at","Geneva Motor Show"
"999","Jaguar XK","borrows","5.0-liter V8"
"1000","Reykjavik",",","Iceland"
"1000","Daniel Ivanovics","of","Reykjavik"
"1000","Daniel Ivanovics",",","YouTuber"
"1001","C - segment SUV","compete directly against","VW Tiguan"
"1001","C - segment SUV","compete directly against","Mazda CX-5"
"1002","Renegade","developed by","Fiat"
"1002","Renegade","developed by","GM"
"1003","convertible supercar",",","McLaren 650S"
"1003","convertible supercar",",","Lamborghini Huracan"
"1003","convertible supercar",",","Ferrari 488"
"1004","5.2-liter V10","with","610 hp"
"1005","660 hp","from","3.9-liter twin - turbo V8"
"1006","the Camaro ’ s chief designer Al Oppenheiser","at","2016 New York Auto Show"
"1007","Dyson","developing","EV"
"1007","Malmesbury",",","Wiltshire"
"1008","Dyson ’ s CEO",",","Max Conze"
"1009","friends in Cupertino","(","Apple"
"1010","Company founder and inventor",",","Sir James Dyson"
"1010","solid - state battery company","called","Sakti3"
"1011","the i3","made their way onto","Consumer Reports list of used cars to avoid buying"
"1011","Model","made their way onto","Consumer Reports list of used cars to avoid buying"
"1011","Leaf","made their way onto","Consumer Reports list of used cars to avoid buying"
"1012","2013",",","Model S"
"1012","2015",",","Model S"
"1013","Bruno Senna","helm","McLaren Senna"
"1013","Bruno Senna","at","Goodwood Festival of Speed"
"1013","McLaren Senna","hill climb","Goodwood Festival of Speed"
"1014","coach bus driver","stuck","parking lot entrance"
"1015","signs","installed","Norwich"
"1015","signs","installed","Norfolk"
"1015","signs","cost","£ 6,000 each"
"1016","2.0-liter turbo","kicking","228 horsepower"
"1016","2.0-liter turbo","kicking","236 lb - ft of torque"
"1017","mirror caps","are","carbon fiber"
"1017","Pro Exhaust tailpipes","is","chrome"
"1018","Gooding and Company","auctioned off","SSJ"
"1018","Gooding and Company","auctioned off","22-million"
"1018","SSJ","’","short - chassis"
"1019","Shelby Cobra","previous","13.75 million"
"1020","SSJs","produced","two"
"1020","SSJs","making","supercharged 6.9-liter straight - eight engine"
"1021","‘ standard ’ SJ","with","320 hp"
"1022","Alfa Romeo","sold","4C"
"1022","Alfa Romeo","sold","Giulia"
"1023","Alfa Romeo","goal","400,000 annual sales"
"1024","Carlos Salaff","behind","Furai"
"1024","Carlos Salaff","behind","Nagare"
"1024","Mazda","cars","Furai"
"1024","Mazda","cars","Nagare"
"1024","Carlos Salaff","showcased","Salaff C2"
"1024","Salaff C2","at","Pebble Beach"
"1025","Bentley","stopped building","Brooklands"
"1025","Brooklands",",","two - door luxury coupe"
"1025","Brooklands","based","Azure"
"1025","Azure","based","Arnage"
"1026","Bentley","never built a coupe version","Mulsanne"
"1027","Ares Ares Design","called","Italian coachbuilder"
"1027","Ares Ares Design","at","Monterey Car Week"
"1027","Ares Ares Design","built","private client"
"1028","Toyota","cut ties","Supra"
"1028","Toyota","cut ties","Celica"
"1029","Celica","the Celica","front - wheel - drive platform"
"1030","Toyota","invest","technology"
"1031","Mercedes - AMG","launch","Project One"
"1031","Aston Martin","launch","Valkyrie"
"1032","Fernando Pastre Fertona","render artist","Brazlian"
"1032","Fernando Pastre Fertona","speculative design","’"
"1032","LaFerrari","’","successor"
"1033","Ferrari","ruled out","F1 technology"
"1034","Michael Leiters","’","chief technology officer"
"1035","Honda","’","Civic Si"
"1036","Civic Si","turbocharged","1.5-liter"
"1036","1.5-liter","designed","hundreds of thousands of miles"
"1036","1.5-liter","output","205 hp"
"1036","1.5-liter","output","192 lb - ft of torque"
"1037","previous Civic Si","has","205 hp"
"1037","previous Civic Si","has","174 lb - ft"
"1038","5.0-liter V12","with","This 850i"
"1039","Fiat Chrysler","filed","patent application"
"1039","patent application","name","Cuda"
"1040","Alfa Romeo","developed","Giorgio platform"
"1041","Directed","by","Directed"
"1041","Baby Driver","Baby Driver","car chase movie"
"1042","Fry",",","stunt driver"
"1042","stunt","by","Fry"
"1042","Fry","film credits","Drive"
"1042","Fry","film credits","Batman V Superman"
"1042","Fry","film credits","John Wick : Chapter 2"
"1043","Impreza WRX STI","in","Baby Driver"
"1044","Robert Nagel",",","stunt coordinator"
"1044","Robert Nagel",",","second unit director"
"1045","Hartford","in","Hartford Toyota"
"1045","Hartford",",","Connecticut"
"1046","Audi models","reach","Bugatti Veyron"
"1047","B5 generation S4 wagon","given","3.0-liter engine"
"1047","3.0-liter engine","from","RS4"
"1047","3.0-liter engine","fitted","GT3086 turbo"
"1048","stock B5 S4","used","2.7-liter twin - turbo V6"
"1048","2.7-liter twin - turbo V6","making","261 hp"
"1049","Goodwood Festival of Speed","featuring","pivotal race cars"
"1049","Goodwood Festival of Speed","featuring","tribute to Ferrari"
"1049","Goodwood Festival of Speed","featuring","feisty Fords"
"1049","feisty Fords","showing","Ford GT supercar"
"1050","RA","stands","Record Attempt"
"1051","Kia","top","Initial Quality Study"
"1051","J.D. Power","’","Initial Quality Study"
"1051","Initial Quality Study","reported","72"
"1052","Porsche","awarded","number three"
"1052","number three","with","78 problems per 100"
"1053","Ford","scored","86"
"1053","Ram","scored","86"
"1054","Lamborghinis","stolen","Thailand"
"1054","Lamborghinis","stolen","Thailand"
"1054","Porsches","shipped","Thailand"
"1054","Porsches","shipped","Thailand"
"1054","BMWs","stolen","Thailand"
"1054","BMWs","shipped","Thailand"
"1054","stolen","in","organized crime scam"
"1054","shipped","in","organized crime scam"
"1055","Chevrolet Camaro","dethroned","Ford Mustang"
"1055","Chevrolet Camaro","as","America ’ s top - selling muscle car"
"1056","Lincoln Continental","sold","775 units"
"1057","17.5 million cars","sold","2015"
"1058","Volkswagen GTI","was","hot hatch"
"1059","1984","introduced","Mk2 GTI"
"1059","Mk2 GTI","could hit","60 mph in 8 seconds"
"1060","1998","'s","turbocharged Mk4 GTI"
"1061","Porsche 911","having","engine that hangs over the rear axle"
"1062","Sync 3","replaced","MyFord Touch"
"1063","Ford","’ s","turbocharged 2.0-liter inline - four EcoBoost"
"1063","turbocharged 2.0-liter inline - four EcoBoost","with","245 hp"
"1063","turbocharged 2.0-liter inline - four EcoBoost","with","275 lb - ft of torque"
"1064","Escape ’ s Lincoln platform mate",",","MKC"
"1065","Mercedes","announcement of","R50"
"1065","Aston Martin","announcement of","AM - RB 001"
"1065","R50","aim to undermine","Ferrari LaFerrari"
"1065","R50","aim to undermine","Porsche 918 Spider"
"1065","R50","aim to undermine","McLaren P1"
"1065","AM - RB 001","aim to undermine","Ferrari LaFerrari"
"1065","AM - RB 001","aim to undermine","Porsche 918 Spider"
"1065","AM - RB 001","aim to undermine","McLaren P1"
"1066","AMG - tuned 5.5-liter twin - turbo V8","has","536 horsepower"
"1066","AMG - tuned 5.5-liter twin - turbo V8","has","560 lb - ft of torque"
"1067","Hennessey","announced","two special edition 6x6 models"
"1067","Hennessey","using","Ford ’ s 2017 Raptor truck"
"1068","Rebel TRX Concept","unveiled by","FCA"
"1069","Hennessey","plans on producing","VelociRaptor 6x6"
